945.80,8.79,294.92,-8.73,1.56,0.50
954.10,7.81,65.43,-5.66,12.80,-1.60
889.16,-16.60,489.26,-4.16,9.02,3.84
1105.47,564.45,59.08,4.09,9.31,19.43
1131.35,75.68,-89.36,31.03,-1.98,13.40
867.19,-202.15,-106.93,23.56,-5.73,15.61
1475.59,1007.32,799.80,41.90,-7.21,22.58
745.61,-99.61,-405.27,27.90,-23.10,10.56
1125.49,-14.16,311.04,32.82,-30.01,25.96
841.31,-796.39,389.65,32.95,-32.53,-5.15
978.52,543.46,159.67,-12.10,-4.29,8.47
949.22,-879.88,-213.38,6.89,-46.47,8.34
1044.92,812.01,304.20,-2.00,-50.66,-9.29
872.07,708.98,21.48,-53.13,-27.31,-19.11
1081.05,-804.69,1102.05,-49.26,-25.64,-13.60
665.04,1400.39,894.04,-68.76,-33.76,0.89
523.44,1281.25,524.41,9.58,17.41,-58.15
1085.94,133.79,487.30,0.84,17.02,-43.53
1219.73,384.28,-576.17,-2.30,8.97,-15.82
1385.25,807.13,856.45,-38.96,-8.96,4.27
835.45,383.30,1999.94,18.05,35.70,-8.56
1032.23,-1033.20,1135.25,41.40,37.01,9.64
972.66,392.09,865.23,53.91,32.31,5.08
1183.11,-21.48,-483.89,71.56,20.60,-7.05
1258.79,866.21,-769.53,78.33,20.95,-13.11
1040.53,422.85,36.62,42.11,8.89,-25.05
969.24,345.21,110.35,3.08,1.85,-0.58
