882.32,84.47,449.71,-9.40,-2.49,0.34
882.81,76.66,449.71,5.87,-1.19,-9.95
884.77,-38.57,389.65,9.53,-2.16,11.98
833.98,-670.90,498.54,15.14,3.75,29.13
1104.00,203.61,554.69,43.44,8.78,52.21
1421.39,-259.77,20.02,82.08,4.84,60.14
706.54,-291.99,-41.50,79.47,8.75,66.48
887.21,567.87,678.71,76.85,11.52,19.94
1352.05,930.18,491.70,42.92,-3.89,16.20
829.59,355.96,402.83,2.62,-9.87,5.27
885.74,339.36,382.81,-16.93,-4.49,12.87
1121.09,51.76,723.14,-35.89,4.27,-42.83
710.94,773.44,655.76,-22.89,6.03,-58.66
525.88,-262.70,457.52,-46.78,19.87,-31.89
677.25,621.09,-344.73,-17.90,11.05,-42.17
1221.68,-772.46,1101.56,-26.92,-3.77,-24.40
666.02,-186.52,308.11,7.47,-17.52,-12.82
902.34,-150.88,158.69,13.45,-24.20,-14.85
1070.31,-21.97,-552.73,1.67,-17.58,-9.75
1025.39,32.71,-211.43,-43.99,-59.11,24.82
959.96,397.95,328.12,-50.95,-84.11,25.40
1049.32,-374.51,928.22,-1.41,-60.10,10.21
1163.09,96.68,778.81,-9.93,-50.51,40.53
582.52,383.79,630.37,-10.92,-4.18,1.45
1004.88,198.24,1209.96,-14.45,35.21,-7.04
774.41,-29.79,955.57,-16.69,8.69,2.50
878.91,0.00,535.64,-12.97,20.09,0.14
945.80,-14.65,354.00,-11.19,-8.68,-4.59
935.06,9.28,333.98,-6.32,-6.04,-7.89
