900.88,11.23,439.94,1.41,-0.50,-6.96
930.66,602.54,330.08,4.32,-0.14,-12.35
895.51,494.63,172.36,-16.30,-13.14,-35.60
562.99,239.26,47.85,-26.44,-26.31,-39.26
1101.56,354.49,450.20,-40.55,-43.60,-25.30
1168.46,-168.46,286.62,-19.38,-64.04,-20.76
1184.08,-258.30,674.32,24.96,-33.90,6.85
483.89,-1056.64,-675.78,41.09,-8.96,22.64
426.76,-498.05,-681.64,47.95,-5.96,43.02
612.79,812.99,686.52,30.87,24.53,8.53
1003.42,990.72,95.70,16.80,19.47,-12.67
1018.55,277.83,523.44,-70.45,-18.85,8.48
811.04,958.98,-924.32,-32.70,-24.22,-40.60
1164.06,-269.04,-5.37,-58.50,-41.24,-37.42
1325.68,-785.16,446.78,-55.77,-53.64,-5.04
1235.84,-793.95,916.50,-1.27,-22.54,17.73
1468.26,52.73,1801.27,51.54,12.14,30.83
1282.23,-293.46,1130.86,49.70,13.67,26.38
-40.04,-1007.81,-655.27,5.12,4.80,31.42
869.14,518.07,344.24,-10.53,0.40,-1.69
973.63,38.09,229.98,-50.77,-15.66,25.56
973.14,-15.62,233.40,-23.32,-1.21,16.56
969.73,-62.01,236.82,9.93,18.89,-5.67
