1031.25,-24.41,1492.19,-62.14,-19.11,-42.73
878.42,-180.18,310.55,-38.71,-19.01,-24.20
1400.39,-759.28,1347.66,-44.77,-8.71,-18.63
880.86,-447.75,1002.93,-27.68,-6.21,-6.70
761.23,173.34,199.22,4.63,-11.36,-3.93
928.22,-190.92,510.74,6.61,-6.82,-3.60
914.06,-156.25,142.09,11.35,-15.02,-2.70
943.85,-457.03,-263.18,-12.62,-29.87,11.04
1613.28,-301.27,1012.70,-39.13,-51.66,42.31
1273.44,-32.71,105.47,-7.85,-47.03,30.34
614.26,-737.79,-958.50,12.34,-40.21,18.55
794.43,-100.10,-423.34,14.29,-19.06,14.57
1117.68,454.10,757.32,-5.85,-29.95,18.48
968.75,551.27,935.55,-34.21,-25.40,14.11
869.63,244.63,854.00,-0.62,13.31,1.92
902.34,-62.50,403.81,-28.18,0.71,12.18
952.15,-119.63,358.89,-23.80,-34.90,5.64
1020.02,-104.49,561.04,23.27,-11.32,-15.29
