1074.71,144.04,-356.93,0.67,26.75,-9.64
484.38,353.03,771.48,-60.38,16.91,5.31
507.32,719.24,427.25,-32.61,27.49,-19.89
214.36,545.90,751.46,-30.59,20.35,-24.27
253.91,619.14,360.35,-29.82,2.35,-24.86
1113.28,278.81,431.15,-26.79,16.70,-8.97
1458.50,89.84,-565.43,-8.69,4.20,-5.56
720.70,210.45,931.64,-11.63,2.46,-2.06
1110.35,-113.28,-352.54,25.66,7.34,-14.35
1086.91,128.91,244.63,1.37,-0.20,-6.97
969.24,142.58,195.80,-1.52,-1.37,1.89
965.33,110.84,209.47,-0.50,1.20,0.15
957.03,132.81,210.45,6.76,-1.68,-9.91
