856.93,25.88,494.63,-2.83,2.50,5.56
894.53,134.28,472.17,15.40,7.05,-2.12
926.76,197.75,418.95,6.76,-3.75,-5.85
488.28,1817.38,-152.83,4.13,-15.68,-48.87
208.01,1360.35,-277.34,-45.22,-26.36,-38.53
370.61,787.11,-25.39,-37.74,3.73,-13.66
944.82,426.76,458.50,-18.10,1.09,-1.11
979.00,217.29,173.83,-1.40,-11.63,3.98
1006.84,10.25,236.33,17.50,-10.43,-13.74
942.87,-427.25,-54.20,9.27,-37.93,9.21
1046.88,-63.48,-51.27,-3.52,-41.90,14.67
1237.30,-1119.14,488.77,-33.30,-63.11,65.76
58.59,-636.72,-1115.23,53.22,-59.89,38.37
341.31,-20.51,-210.45,32.13,-44.11,8.49
417.48,-272.46,-482.91,6.37,-3.56,6.78
723.14,-12.21,460.94,0.83,7.04,-6.63
913.57,116.70,396.97,-18.77,11.76,8.08
936.52,-22.95,395.51,-23.56,-10.49,11.14
