890.14,8.79,480.47,0.61,3.48,1.34
870.61,160.16,390.14,16.76,8.31,-7.60
942.38,-52.25,438.48,3.29,-1.45,-14.63
869.63,126.95,987.79,-23.67,-7.15,-50.51
791.02,588.38,-391.60,-53.79,-28.71,-36.63
294.92,368.16,-1550.29,-90.57,-46.14,-9.31
875.98,-419.92,-395.51,-31.32,-40.51,17.18
460.94,-1461.43,-637.70,7.37,-23.26,30.23
1137.21,745.12,1475.10,57.98,-15.73,24.96
619.14,344.24,393.07,42.17,12.83,19.69
800.78,893.55,1026.86,34.94,7.79,18.28
934.57,247.07,366.21,-4.77,12.15,-1.84
957.52,237.79,29.79,-36.20,-10.04,-29.19
1390.14,-146.00,51.76,-82.41,-21.70,-28.11
909.18,-509.28,-303.71,-50.36,-65.02,-25.98
1003.91,-735.84,-12.70,-30.57,-64.40,0.63
1247.56,-338.38,652.34,21.75,-14.92,34.34
805.66,743.16,-192.87,49.86,10.58,28.69
355.47,-1062.99,-348.14,51.98,-2.02,35.98
1055.18,-1514.16,500.49,28.84,8.06,24.54
1102.05,454.10,-13.18,15.40,-0.89,4.42
1123.54,598.63,-416.02,-26.71,-13.15,23.44
1008.79,-26.37,117.68,-38.86,-19.21,11.18
981.93,-138.18,260.25,16.76,3.27,-14.70
