846.68,-338.38,155.27,39.80,1.08,31.35
850.59,-249.51,286.62,32.77,-10.89,72.34
498.54,-705.08,804.20,75.73,2.08,65.15
1999.94,455.57,1964.36,83.44,2.08,69.90
1557.62,1432.62,1220.21,102.51,-4.44,15.65
1297.36,1474.12,678.22,36.05,-17.41,29.15
940.92,598.14,626.95,-0.70,-17.73,17.38
1457.03,1025.88,163.09,-0.44,5.38,-46.41
546.39,279.30,275.88,-6.67,21.73,-69.63
884.77,-69.34,574.71,-10.70,25.21,-53.25
783.69,622.07,808.11,-31.67,40.07,-35.18
763.18,-279.30,401.86,-19.24,2.50,-7.82
1094.24,-646.48,250.98,-33.31,-35.16,25.02
1080.57,-39.06,39.06,5.39,-21.99,-6.98
1411.62,-191.41,651.37,-15.37,-38.21,-6.27
749.02,-523.44,-681.64,-25.73,-53.66,14.37
1071.29,-627.44,401.86,-22.10,-81.26,43.37
828.61,201.66,-343.26,0.69,-31.94,15.48
950.68,-477.54,268.07,24.21,-7.29,2.72
1445.31,502.44,1437.01,-6.12,2.40,1.33
1080.57,150.88,1680.66,-6.36,16.54,-6.61
939.94,91.31,298.34,-2.66,18.93,-4.89
940.43,-23.44,378.42,-26.00,-12.60,-0.14
