844.24,-31.74,505.86,2.58,0.72,1.96
788.57,-61.04,456.05,7.31,-4.46,4.18
791.50,-9.77,492.68,15.98,-10.57,3.49
931.64,57.62,491.21,12.47,11.66,4.05
1042.97,-2.44,484.86,11.93,6.31,4.13
857.91,330.57,463.38,18.08,-0.63,-19.12
758.30,317.38,-13.18,-2.31,-6.08,-37.40
990.72,26.37,325.20,-30.88,-23.38,-53.53
1427.73,121.58,1863.77,24.91,29.60,-2.17
1053.22,623.05,-316.41,-78.87,-48.83,-19.74
987.30,-1327.64,388.67,-12.60,-32.55,2.31
524.41,-341.31,-1146.97,27.53,-53.98,42.31
549.32,-711.43,-476.07,16.82,-30.32,51.57
962.89,161.13,377.44,45.39,-45.91,42.92
1624.02,786.13,739.75,31.16,-67.94,67.87
817.38,544.43,37.11,27.48,-36.73,18.57
843.26,489.75,44.92,17.82,-18.44,5.48
597.17,1417.48,-703.61,-39.79,-17.19,-40.50
622.07,697.27,-225.59,-15.89,11.00,-118.14
1365.23,-547.85,352.05,-63.89,2.85,-82.67
-322.27,606.45,-593.26,-45.92,7.34,-50.50
1162.11,-1144.04,619.63,-51.09,-16.67,8.40
1017.09,-258.30,381.84,59.35,-27.15,-34.92
1310.06,-120.61,836.43,-1.23,123.45,39.31
580.08,-129.88,90.82,46.65,114.35,28.24
619.63,78.61,396.00,15.56,48.08,74.23
