902.83,146.48,395.51,5.10,-1.63,-0.56
911.13,312.50,438.48,-4.92,-10.63,-2.47
919.43,1208.01,-130.37,4.02,-19.40,-26.79
581.54,-50.29,764.65,-29.96,2.78,-15.54
983.89,23.44,571.29,-20.34,-2.59,-33.73
289.06,122.56,-432.13,-24.01,0.06,-19.45
886.23,-555.18,1111.82,-23.52,-7.27,7.36
896.97,-519.53,390.14,-14.46,-14.03,-16.38
1047.85,-112.79,1700.20,-23.51,-33.09,7.14
814.94,-133.79,-460.45,-6.31,-47.10,17.01
604.98,-361.82,-999.51,7.34,-51.82,36.88
786.13,-434.08,772.46,30.08,-26.40,28.29
649.41,-320.80,95.21,19.83,-23.60,17.08
759.77,522.95,340.33,10.93,-31.68,34.02
1428.71,1874.02,1949.71,-29.59,5.50,8.73
716.31,261.23,1405.27,-17.67,9.04,-1.36
913.09,64.45,431.15,-33.15,1.60,12.12
940.43,-39.06,375.49,-21.33,-39.82,9.31
