853.52,-532.71,-236.82,0.73,-8.66,11.41
917.97,416.99,905.27,7.46,-20.05,20.62
943.85,-327.64,498.54,34.02,4.18,28.05
1001.46,-56.15,65.92,39.18,10.50,28.58
1280.76,351.56,374.02,36.02,29.47,-1.72
1244.63,258.79,1.46,2.15,24.93,11.24
720.21,-205.08,-412.11,-17.75,22.70,21.83
1145.02,261.72,55.66,-6.63,22.02,-7.61
819.82,324.71,-2.93,-13.50,18.66,-14.08
764.16,144.53,452.15,-26.53,27.43,-35.60
1809.08,-92.29,-330.08,-43.66,23.77,-28.76
1408.69,-27.34,-194.82,-20.06,10.77,-23.54
1228.03,-467.29,-252.93,-17.18,9.03,-13.35
968.75,129.88,586.43,-7.99,-11.19,2.08
1001.95,-136.23,154.79,21.28,-11.06,-18.42
987.79,51.27,216.31,31.15,12.17,-21.69
935.55,49.32,625.49,-2.12,-19.34,15.49
1187.99,93.26,416.02,-24.09,3.23,6.84
