741.70,-119.63,53.22,21.85,2.16,40.55
979.49,5.37,504.39,48.46,19.74,19.89
703.61,-515.14,406.74,22.01,29.99,14.08
1140.62,427.73,-331.54,3.33,26.25,20.25
833.50,244.63,147.46,-5.69,19.49,2.76
1082.03,4.39,180.66,-8.83,25.93,-16.26
1022.95,-188.48,-23.93,-41.43,19.34,-7.66
979.49,-153.81,228.52,-33.29,17.88,-34.79
1406.25,-887.70,21.00,-45.70,13.62,-22.46
504.39,-300.78,640.14,-32.18,28.33,-19.42
791.99,368.16,495.61,9.46,11.11,-30.42
1148.93,-178.71,13.18,-12.05,5.29,-8.24
1048.34,-509.28,-122.56,13.53,-2.15,-13.10
974.61,2.93,221.68,3.86,-0.53,-3.84
984.38,55.66,198.73,7.06,3.68,-3.78
951.66,22.95,251.95,-12.94,3.38,3.43
