827.64,128.42,635.74,2.27,-2.53,-12.88
798.34,33.20,327.15,-8.95,-17.24,-32.87
1006.35,489.75,587.89,-31.07,-8.09,-23.79
1321.29,-679.20,634.77,-26.48,-8.94,-29.69
1666.50,-567.38,1293.95,-48.79,-10.43,-25.87
657.23,-465.33,551.76,7.77,-9.56,-9.28
934.08,-1006.84,832.03,1.22,-8.51,11.70
901.86,39.55,418.95,8.10,-12.95,7.24
913.09,-34.18,388.67,14.98,-13.93,-3.08
745.61,190.43,659.67,4.06,-33.09,7.14
989.26,-316.89,-115.72,-11.28,-35.11,23.58
1152.83,466.31,-192.38,19.55,-42.53,41.66
1019.53,351.07,-56.15,25.18,-53.48,59.66
696.29,-605.96,446.29,34.44,-5.58,-14.89
834.96,392.58,198.24,3.94,3.57,5.03
958.98,427.25,1703.61,-12.26,3.01,2.31
781.74,165.04,648.44,-21.18,9.66,8.64
920.90,32.23,414.55,-26.64,-24.25,12.48
1036.13,77.15,333.50,1.10,-30.12,-3.20
