745.61,21.48,127.44,-23.22,-45.27,31.27
1449.22,361.33,1359.38,29.49,-5.50,7.24
865.72,-19.04,240.23,8.40,-31.83,40.38
799.80,-444.34,117.68,6.24,-36.56,44.68
1287.60,708.01,1276.37,15.16,-2.58,23.53
542.48,-604.49,-146.00,7.98,-4.76,16.11
1255.86,791.02,441.41,5.86,-8.33,20.23
913.57,541.99,397.46,-4.40,-2.70,18.73
878.42,-48.83,-154.30,-17.12,0.73,11.86
985.84,20.51,198.73,-18.54,-4.47,7.49
1009.28,-88.38,170.90,-0.24,-9.79,8.71
1248.05,116.70,511.72,13.52,25.07,-2.34
1051.27,189.94,423.83,-15.76,84.10,-11.69
821.29,-8.79,190.43,-7.35,67.10,-22.70
