868.65,426.76,773.44,16.16,2.62,31.64
1691.89,77.15,962.40,40.46,17.73,30.18
1006.35,-107.42,123.05,26.25,27.89,14.98
961.91,772.46,660.64,5.46,37.83,-5.63
1104.49,251.46,40.53,-26.51,35.53,6.89
1034.18,-98.63,19.53,-47.07,35.84,10.55
276.86,387.70,807.62,-40.44,31.27,-20.53
1147.46,-509.77,-58.11,-26.80,13.19,-38.13
841.80,291.02,185.06,-34.34,14.24,-23.44
-66.41,77.64,856.93,-46.27,16.60,-6.89
342.77,-37.11,976.07,5.40,21.41,-12.61
1292.97,63.96,130.86,20.02,2.43,-14.92
1648.44,49.80,-1146.00,30.76,-0.56,-12.31
1047.85,139.16,-251.95,32.73,-10.02,-11.50
1046.39,133.79,219.24,18.80,-7.38,-2.44
1409.18,103.03,528.81,-41.98,30.79,10.70
