636.23,632.81,736.82,-42.21,35.78,-13.17
860.35,12.21,189.94,-21.10,11.40,-22.89
1492.68,-302.73,-205.08,-10.21,16.37,-15.76
1360.35,-53.22,23.93,-21.47,17.17,-0.11
1199.71,-401.86,-129.39,-2.28,16.50,-1.94
937.01,-20.02,20.02,-2.60,6.83,-4.69
701.66,27.34,422.85,1.94,10.46,-10.53
1536.62,125.98,-323.73,22.97,14.31,-7.73
946.78,198.73,379.39,-2.02,6.28,-7.45
983.89,96.68,209.47,10.17,7.05,-5.37
989.26,132.81,157.71,9.68,-1.51,-8.82
969.24,88.87,204.59,0.31,-0.12,-1.30
964.84,70.80,206.54,0.22,-1.90,1.41
977.05,56.64,210.45,4.73,-5.08,-3.26
