816.41,74.71,-161.62,34.00,-22.85,20.81
813.96,-217.77,859.38,29.69,-13.27,27.69
277.34,-601.07,-819.34,17.50,-20.02,24.59
826.66,-108.89,114.26,3.68,-26.50,25.82
1450.68,1574.71,1999.94,33.89,3.79,-0.47
916.02,153.32,-409.18,19.79,16.42,-13.59
944.34,168.46,342.77,-12.88,0.92,5.60
965.33,2.93,245.12,-20.85,-19.41,19.28
1075.68,65.43,551.76,-21.01,-27.57,28.85
1233.89,116.70,321.29,2.52,31.76,-3.56
996.09,178.71,408.69,-15.26,60.39,-14.95
909.18,62.99,294.92,-11.02,67.78,-26.42
875.49,188.48,324.22,-31.74,58.89,-22.64
786.13,-29.79,86.43,-17.41,51.08,-44.93
794.92,-155.27,146.97,-10.06,8.54,-29.79
