881.35,21.97,468.26,1.85,-1.80,2.73
901.37,727.54,65.92,12.47,-2.24,-18.53
1081.05,575.68,794.92,-22.74,-8.32,-13.24
711.43,301.76,507.32,-30.98,-4.12,-27.40
1069.82,-47.85,892.09,-65.95,-12.51,-32.89
836.43,221.68,836.91,-24.44,10.28,-9.48
707.03,-26.86,269.53,-0.40,-6.79,-1.40
968.26,159.18,281.74,4.45,-13.94,-11.39
1000.98,36.13,686.52,13.51,-18.02,-7.59
1345.21,-93.26,1097.66,-10.39,-30.04,26.36
959.47,-701.66,83.50,-18.18,-37.66,37.58
884.28,-212.89,339.36,6.37,-36.58,29.21
976.56,202.15,-179.20,-17.08,-34.31,52.60
666.99,27.34,234.38,-31.63,-7.02,28.46
778.32,-430.18,458.98,-36.96,-9.66,24.21
733.89,-143.55,380.86,-24.31,7.38,15.53
824.71,-33.69,544.92,-20.08,13.56,9.88
909.18,-119.63,458.50,-15.50,-32.79,0.83
1209.96,216.80,430.18,36.75,-1.63,-36.37
