886.72,-580.57,193.85,-0.67,-25.39,20.51
923.34,-348.14,334.47,15.79,-17.74,34.28
801.27,-382.32,149.90,35.13,-6.27,15.90
977.54,114.75,594.24,38.30,-1.98,23.46
1277.83,78.12,520.02,28.65,12.90,6.89
1154.79,590.33,-24.41,26.57,22.46,11.56
931.64,-9.77,447.27,-18.04,22.51,21.73
1079.10,91.80,389.16,-11.88,27.79,8.30
1150.88,-186.52,-168.95,-5.85,30.50,-14.28
1176.76,-46.39,-39.55,-23.19,26.95,-26.37
-178.22,957.52,1104.00,-45.07,6.40,-17.63
620.12,309.57,285.16,-31.37,4.73,-48.98
1340.82,-622.56,49.80,-29.79,18.99,-16.15
1459.96,-1053.22,-295.41,-27.31,11.57,0.70
1230.47,73.24,841.80,2.94,-7.26,-8.86
1010.25,-288.09,42.48,31.71,3.18,-33.61
